interval_start,fueltech,fueltech_label,power_mw,year,hour,month,day
2024-08-05 07:00:00,bioenergy_biomass,bioenergy_biomass,54.075,2024,7,8,5
2024-08-05 08:00:00,bioenergy_biomass,bioenergy_biomass,55.691667,2024,8,8,5
2024-08-05 09:00:00,bioenergy_biomass,bioenergy_biomass,48.275,2024,9,8,5
2024-08-05 10:00:00,bioenergy_biomass,bioenergy_biomass,49.208333,2024,10,8,5
2024-08-05 11:00:00,bioenergy_biomass,bioenergy_biomass,46.966667,2024,11,8,5
2024-08-05 12:00:00,bioenergy_biomass,bioenergy_biomass,45.366667,2024,12,8,5
2024-08-05 13:00:00,bioenergy_biomass,bioenergy_biomass,47.233333,2024,13,8,5
2024-08-05 14:00:00,bioenergy_biomass,bioenergy_biomass,37.433333,2024,14,8,5
2024-08-05 15:00:00,bioenergy_biomass,bioenergy_biomass,29.458333,2024,15,8,5
2024-08-05 16:00:00,bioenergy_biomass,bioenergy_biomass,26.875,2024,16,8,5
2024-08-05 17:00:00,bioenergy_biomass,bioenergy_biomass,38.391667,2024,17,8,5
2024-08-05 18:00:00,bioenergy_biomass,bioenergy_biomass,43.516667,2024,18,8,5
2024-08-05 19:00:00,bioenergy_biomass,bioenergy_biomass,42.375,2024,19,8,5
2024-08-05 20:00:00,bioenergy_biomass,bioenergy_biomass,43.308333,2024,20,8,5
2024-08-05 21:00:00,bioenergy_biomass,bioenergy_biomass,43.041667,2024,21,8,5
2024-08-05 22:00:00,bioenergy_biomass,bioenergy_biomass,42.416667,2024,22,8,5
2024-08-05 23:00:00,bioenergy_biomass,bioenergy_biomass,43.05,2024,23,8,5
2024-08-06 00:00:00,bioenergy_biomass,bioenergy_biomass,35.283333,2024,0,8,6
2024-08-06 01:00:00,bioenergy_biomass,bioenergy_biomass,26.483333,2024,1,8,6
2024-08-06 02:00:00,bioenergy_biomass,bioenergy_biomass,24.091667,2024,2,8,6
2024-08-06 03:00:00,bioenergy_biomass,bioenergy_biomass,26.15,2024,3,8,6
2024-08-06 04:00:00,bioenergy_biomass,bioenergy_biomass,26.25,2024,4,8,6
2024-08-06 05:00:00,bioenergy_biomass,bioenergy_biomass,24.233333,2024,5,8,6
2024-08-06 06:00:00,bioenergy_biomass,bioenergy_biomass,28.141667,2024,6,8,6
2024-08-06 07:00:00,bioenergy_biomass,bioenergy_biomass,31.283333,2024,7,8,6
2024-08-06 08:00:00,bioenergy_biomass,bioenergy_biomass,32.891667,2024,8,8,6
2024-08-06 09:00:00,bioenergy_biomass,bioenergy_biomass,35.575,2024,9,8,6
2024-08-06 10:00:00,bioenergy_biomass,bioenergy_biomass,25.433333,2024,10,8,6
2024-08-06 11:00:00,bioenergy_biomass,bioenergy_biomass,7.275,2024,11,8,6
2024-08-06 12:00:00,bioenergy_biomass,bioenergy_biomass,10.466667,2024,12,8,6
2024-08-06 13:00:00,bioenergy_biomass,bioenergy_biomass,31.116667,2024,13,8,6
2024-08-06 14:00:00,bioenergy_biomass,bioenergy_biomass,35.533333,2024,14,8,6
2024-08-06 15:00:00,bioenergy_biomass,bioenergy_biomass,34.383333,2024,15,8,6
2024-08-06 16:00:00,bioenergy_biomass,bioenergy_biomass,32.833333,2024,16,8,6
2024-08-06 17:00:00,bioenergy_biomass,bioenergy_biomass,36.641667,2024,17,8,6
2024-08-06 18:00:00,bioenergy_biomass,bioenergy_biomass,49.325,2024,18,8,6
2024-08-06 19:00:00,bioenergy_biomass,bioenergy_biomass,55.65,2024,19,8,6
2024-08-06 20:00:00,bioenergy_biomass,bioenergy_biomass,49.675,2024,20,8,6
2024-08-06 21:00:00,bioenergy_biomass,bioenergy_biomass,53.775,2024,21,8,6
2024-08-06 22:00:00,bioenergy_biomass,bioenergy_biomass,51.258333,2024,22,8,6
2024-08-06 23:00:00,bioenergy_biomass,bioenergy_biomass,52.083333,2024,23,8,6
2024-08-07 00:00:00,bioenergy_biomass,bioenergy_biomass,49.633333,2024,0,8,7
2024-08-07 01:00:00,bioenergy_biomass,bioenergy_biomass,48.091667,2024,1,8,7
2024-08-07 02:00:00,bioenergy_biomass,bioenergy_biomass,48.125,2024,2,8,7
2024-08-07 03:00:00,bioenergy_biomass,bioenergy_biomass,47.983333,2024,3,8,7
2024-08-07 04:00:00,bioenergy_biomass,bioenergy_biomass,48.066667,2024,4,8,7
2024-08-07 05:00:00,bioenergy_biomass,bioenergy_biomass,50.85,2024,5,8,7
2024-08-07 06:00:00,bioenergy_biomass,bioenergy_biomass,56.966667,2024,6,8,7
2024-08-07 07:00:00,bioenergy_biomass,bioenergy_biomass,55.85,2024,7,8,7
2024-08-07 08:00:00,bioenergy_biomass,bioenergy_biomass,45.491667,2024,8,8,7
2024-08-07 09:00:00,bioenergy_biomass,bioenergy_biomass,46.708333,2024,9,8,7
2024-08-07 10:00:00,bioenergy_biomass,bioenergy_biomass,44.808333,2024,10,8,7
2024-08-07 11:00:00,bioenergy_biomass,bioenergy_biomass,44.558333,2024,11,8,7
2024-08-07 12:00:00,bioenergy_biomass,bioenergy_biomass,47.925,2024,12,8,7
2024-08-07 13:00:00,bioenergy_biomass,bioenergy_biomass,47.1,2024,13,8,7
2024-08-07 14:00:00,bioenergy_biomass,bioenergy_biomass,46.816667,2024,14,8,7
2024-08-07 15:00:00,bioenergy_biomass,bioenergy_biomass,44.708333,2024,15,8,7
2024-08-07 16:00:00,bioenergy_biomass,bioenergy_biomass,47.316667,2024,16,8,7
2024-08-07 17:00:00,bioenergy_biomass,bioenergy_biomass,54.141667,2024,17,8,7
2024-08-07 18:00:00,bioenergy_biomass,bioenergy_biomass,55.291667,2024,18,8,7
2024-08-07 19:00:00,bioenergy_biomass,bioenergy_biomass,55.841667,2024,19,8,7
2024-08-07 20:00:00,bioenergy_biomass,bioenergy_biomass,55.7,2024,20,8,7
2024-08-07 21:00:00,bioenergy_biomass,bioenergy_biomass,53.866667,2024,21,8,7
2024-08-07 22:00:00,bioenergy_biomass,bioenergy_biomass,51.516667,2024,22,8,7
2024-08-07 23:00:00,bioenergy_biomass,bioenergy_biomass,41.591667,2024,23,8,7
2024-08-08 00:00:00,bioenergy_biomass,bioenergy_biomass,36.616667,2024,0,8,8
2024-08-08 01:00:00,bioenergy_biomass,bioenergy_biomass,36.325,2024,1,8,8
2024-08-08 02:00:00,bioenergy_biomass,bioenergy_biomass,40.95,2024,2,8,8
2024-08-08 03:00:00,bioenergy_biomass,bioenergy_biomass,45.458333,2024,3,8,8
2024-08-08 04:00:00,bioenergy_biomass,bioenergy_biomass,36.608333,2024,4,8,8
2024-08-08 05:00:00,bioenergy_biomass,bioenergy_biomass,38.25,2024,5,8,8
2024-08-08 06:00:00,bioenergy_biomass,bioenergy_biomass,42.083333,2024,6,8,8
2024-08-08 07:00:00,bioenergy_biomass,bioenergy_biomass,48.95,2024,7,8,8
2024-08-08 08:00:00,bioenergy_biomass,bioenergy_biomass,46.666667,2024,8,8,8
2024-08-08 09:00:00,bioenergy_biomass,bioenergy_biomass,26.85,2024,9,8,8
2024-08-08 10:00:00,bioenergy_biomass,bioenergy_biomass,24.408333,2024,10,8,8
2024-08-08 11:00:00,bioenergy_biomass,bioenergy_biomass,40.841667,2024,11,8,8
2024-08-08 12:00:00,bioenergy_biomass,bioenergy_biomass,45.975,2024,12,8,8
2024-08-08 13:00:00,bioenergy_biomass,bioenergy_biomass,46.683333,2024,13,8,8
2024-08-08 14:00:00,bioenergy_biomass,bioenergy_biomass,52.166667,2024,14,8,8
2024-08-08 15:00:00,bioenergy_biomass,bioenergy_biomass,53.75,2024,15,8,8
2024-08-08 16:00:00,bioenergy_biomass,bioenergy_biomass,47.95,2024,16,8,8
2024-08-08 17:00:00,bioenergy_biomass,bioenergy_biomass,53.166667,2024,17,8,8
2024-08-08 18:00:00,bioenergy_biomass,bioenergy_biomass,46.825,2024,18,8,8
2024-08-08 19:00:00,bioenergy_biomass,bioenergy_biomass,53.208333,2024,19,8,8
2024-08-08 20:00:00,bioenergy_biomass,bioenergy_biomass,49.441667,2024,20,8,8
2024-08-08 21:00:00,bioenergy_biomass,bioenergy_biomass,51.55,2024,21,8,8
2024-08-08 22:00:00,bioenergy_biomass,bioenergy_biomass,51.025,2024,22,8,8
2024-08-08 23:00:00,bioenergy_biomass,bioenergy_biomass,42.075,2024,23,8,8
2024-08-09 00:00:00,bioenergy_biomass,bioenergy_biomass,33.833333,2024,0,8,9
2024-08-09 01:00:00,bioenergy_biomass,bioenergy_biomass,37.4,2024,1,8,9
2024-08-09 02:00:00,bioenergy_biomass,bioenergy_biomass,42.05,2024,2,8,9
2024-08-09 03:00:00,bioenergy_biomass,bioenergy_biomass,44.275,2024,3,8,9
2024-08-09 04:00:00,bioenergy_biomass,bioenergy_biomass,47.833333,2024,4,8,9
2024-08-09 05:00:00,bioenergy_biomass,bioenergy_biomass,48.991667,2024,5,8,9
2024-08-09 06:00:00,bioenergy_biomass,bioenergy_biomass,49.341667,2024,6,8,9
2024-08-09 07:00:00,bioenergy_biomass,bioenergy_biomass,49.391667,2024,7,8,9
2024-08-09 08:00:00,bioenergy_biomass,bioenergy_biomass,40.825,2024,8,8,9
2024-08-09 09:00:00,bioenergy_biomass,bioenergy_biomass,22.5,2024,9,8,9
2024-08-09 10:00:00,bioenergy_biomass,bioenergy_biomass,21.875,2024,10,8,9
2024-08-09 11:00:00,bioenergy_biomass,bioenergy_biomass,21.591667,2024,11,8,9
2024-08-09 12:00:00,bioenergy_biomass,bioenergy_biomass,22.158333,2024,12,8,9
2024-08-09 13:00:00,bioenergy_biomass,bioenergy_biomass,22.825,2024,13,8,9
2024-08-09 14:00:00,bioenergy_biomass,bioenergy_biomass,21.3,2024,14,8,9
2024-08-09 15:00:00,bioenergy_biomass,bioenergy_biomass,23.858333,2024,15,8,9
2024-08-09 16:00:00,bioenergy_biomass,bioenergy_biomass,24.641667,2024,16,8,9
2024-08-09 17:00:00,bioenergy_biomass,bioenergy_biomass,25.25,2024,17,8,9
2024-08-09 18:00:00,bioenergy_biomass,bioenergy_biomass,26.141667,2024,18,8,9
2024-08-09 19:00:00,bioenergy_biomass,bioenergy_biomass,26.208333,2024,19,8,9
2024-08-09 20:00:00,bioenergy_biomass,bioenergy_biomass,26.033333,2024,20,8,9
2024-08-09 21:00:00,bioenergy_biomass,bioenergy_biomass,21.941667,2024,21,8,9
2024-08-09 22:00:00,bioenergy_biomass,bioenergy_biomass,12.366667,2024,22,8,9
2024-08-09 23:00:00,bioenergy_biomass,bioenergy_biomass,12.333333,2024,23,8,9
2024-08-10 00:00:00,bioenergy_biomass,bioenergy_biomass,10.475,2024,0,8,10
2024-08-10 01:00:00,bioenergy_biomass,bioenergy_biomass,10.175,2024,1,8,10
2024-08-10 02:00:00,bioenergy_biomass,bioenergy_biomass,10.033333,2024,2,8,10
2024-08-10 03:00:00,bioenergy_biomass,bioenergy_biomass,10.5,2024,3,8,10
2024-08-10 04:00:00,bioenergy_biomass,bioenergy_biomass,29.475,2024,4,8,10
2024-08-10 05:00:00,bioenergy_biomass,bioenergy_biomass,23.2,2024,5,8,10
2024-08-10 06:00:00,bioenergy_biomass,bioenergy_biomass,12.358333,2024,6,8,10
2024-08-10 07:00:00,bioenergy_biomass,bioenergy_biomass,14.3,2024,7,8,10
2024-08-10 08:00:00,bioenergy_biomass,bioenergy_biomass,23.133333,2024,8,8,10
2024-08-10 09:00:00,bioenergy_biomass,bioenergy_biomass,36.883333,2024,9,8,10
2024-08-10 10:00:00,bioenergy_biomass,bioenergy_biomass,40.45,2024,10,8,10
2024-08-10 11:00:00,bioenergy_biomass,bioenergy_biomass,33.183333,2024,11,8,10
2024-08-10 12:00:00,bioenergy_biomass,bioenergy_biomass,36.766667,2024,12,8,10
2024-08-10 13:00:00,bioenergy_biomass,bioenergy_biomass,36.916667,2024,13,8,10
2024-08-10 14:00:00,bioenergy_biomass,bioenergy_biomass,40.658333,2024,14,8,10
2024-08-10 15:00:00,bioenergy_biomass,bioenergy_biomass,38.325,2024,15,8,10
2024-08-10 16:00:00,bioenergy_biomass,bioenergy_biomass,40.8,2024,16,8,10
2024-08-10 17:00:00,bioenergy_biomass,bioenergy_biomass,40.641667,2024,17,8,10
2024-08-10 18:00:00,bioenergy_biomass,bioenergy_biomass,42.908333,2024,18,8,10
2024-08-10 19:00:00,bioenergy_biomass,bioenergy_biomass,42.916667,2024,19,8,10
2024-08-10 20:00:00,bioenergy_biomass,bioenergy_biomass,42.816667,2024,20,8,10
2024-08-10 21:00:00,bioenergy_biomass,bioenergy_biomass,41.425,2024,21,8,10
2024-08-10 22:00:00,bioenergy_biomass,bioenergy_biomass,41.866667,2024,22,8,10
2024-08-10 23:00:00,bioenergy_biomass,bioenergy_biomass,41.383333,2024,23,8,10
2024-08-11 00:00:00,bioenergy_biomass,bioenergy_biomass,40.208333,2024,0,8,11
2024-08-11 01:00:00,bioenergy_biomass,bioenergy_biomass,34.583333,2024,1,8,11
2024-08-11 02:00:00,bioenergy_biomass,bioenergy_biomass,34.316667,2024,2,8,11
2024-08-11 03:00:00,bioenergy_biomass,bioenergy_biomass,32.65,2024,3,8,11
2024-08-11 04:00:00,bioenergy_biomass,bioenergy_biomass,34.15,2024,4,8,11
2024-08-11 05:00:00,bioenergy_biomass,bioenergy_biomass,32.0,2024,5,8,11
2024-08-11 06:00:00,bioenergy_biomass,bioenergy_biomass,31.766667,2024,6,8,11
2024-08-11 07:00:00,bioenergy_biomass,bioenergy_biomass,35.608333,2024,7,8,11
2024-08-11 08:00:00,bioenergy_biomass,bioenergy_biomass,39.916667,2024,8,8,11
2024-08-11 09:00:00,bioenergy_biomass,bioenergy_biomass,37.141667,2024,9,8,11
2024-08-11 10:00:00,bioenergy_biomass,bioenergy_biomass,30.191667,2024,10,8,11
2024-08-11 11:00:00,bioenergy_biomass,bioenergy_biomass,9.033333,2024,11,8,11
2024-08-11 12:00:00,bioenergy_biomass,bioenergy_biomass,8.333333,2024,12,8,11
2024-08-11 13:00:00,bioenergy_biomass,bioenergy_biomass,7.716667,2024,13,8,11
2024-08-11 14:00:00,bioenergy_biomass,bioenergy_biomass,7.208333,2024,14,8,11
2024-08-11 15:00:00,bioenergy_biomass,bioenergy_biomass,7.008333,2024,15,8,11
2024-08-11 16:00:00,bioenergy_biomass,bioenergy_biomass,1.0,2024,16,8,11
2024-08-11 17:00:00,bioenergy_biomass,bioenergy_biomass,-4.325,2024,17,8,11
2024-08-11 18:00:00,bioenergy_biomass,bioenergy_biomass,-4.158333,2024,18,8,11
2024-08-11 19:00:00,bioenergy_biomass,bioenergy_biomass,-4.033333,2024,19,8,11
2024-08-11 20:00:00,bioenergy_biomass,bioenergy_biomass,-4.125,2024,20,8,11
2024-08-11 21:00:00,bioenergy_biomass,bioenergy_biomass,1.841667,2024,21,8,11
2024-08-11 22:00:00,bioenergy_biomass,bioenergy_biomass,6.7,2024,22,8,11
2024-08-11 23:00:00,bioenergy_biomass,bioenergy_biomass,7.6,2024,23,8,11
2024-08-12 00:00:00,bioenergy_biomass,bioenergy_biomass,7.541667,2024,0,8,12
2024-08-12 01:00:00,bioenergy_biomass,bioenergy_biomass,7.908333,2024,1,8,12
2024-08-12 02:00:00,bioenergy_biomass,bioenergy_biomass,8.883333,2024,2,8,12
2024-08-12 03:00:00,bioenergy_biomass,bioenergy_biomass,10.016667,2024,3,8,12
2024-08-12 04:00:00,bioenergy_biomass,bioenergy_biomass,10.2,2024,4,8,12
2024-08-12 05:00:00,bioenergy_biomass,bioenergy_biomass,10.091667,2024,5,8,12
2024-08-12 06:00:00,bioenergy_biomass,bioenergy_biomass,10.466667,2024,6,8,12
2024-08-12 07:00:00,bioenergy_biomass,bioenergy_biomass,11.108333,2024,7,8,12
2024-08-12 08:00:00,bioenergy_biomass,bioenergy_biomass,11.975,2024,8,8,12
2024-08-12 09:00:00,bioenergy_biomass,bioenergy_biomass,12.033333,2024,9,8,12
2024-08-12 10:00:00,bioenergy_biomass,bioenergy_biomass,12.483333,2024,10,8,12
2024-08-12 11:00:00,bioenergy_biomass,bioenergy_biomass,13.516667,2024,11,8,12
2024-08-12 12:00:00,bioenergy_biomass,bioenergy_biomass,6.816667,2024,12,8,12
2024-08-12 13:00:00,bioenergy_biomass,bioenergy_biomass,-4.3,2024,13,8,12
2024-08-12 14:00:00,bioenergy_biomass,bioenergy_biomass,-4.433333,2024,14,8,12
2024-08-12 15:00:00,bioenergy_biomass,bioenergy_biomass,-4.375,2024,15,8,12
2024-08-12 16:00:00,bioenergy_biomass,bioenergy_biomass,2.291667,2024,16,8,12
2024-08-12 17:00:00,bioenergy_biomass,bioenergy_biomass,9.608333,2024,17,8,12
2024-08-12 18:00:00,bioenergy_biomass,bioenergy_biomass,9.45,2024,18,8,12
2024-08-12 19:00:00,bioenergy_biomass,bioenergy_biomass,9.166667,2024,19,8,12
2024-08-12 20:00:00,bioenergy_biomass,bioenergy_biomass,9.116667,2024,20,8,12
2024-08-12 21:00:00,bioenergy_biomass,bioenergy_biomass,9.25,2024,21,8,12
2024-08-12 22:00:00,bioenergy_biomass,bioenergy_biomass,8.925,2024,22,8,12
2024-08-12 23:00:00,bioenergy_biomass,bioenergy_biomass,8.9,2024,23,8,12
2024-08-13 00:00:00,bioenergy_biomass,bioenergy_biomass,8.816667,2024,0,8,13
2024-08-13 01:00:00,bioenergy_biomass,bioenergy_biomass,9.608333,2024,1,8,13
2024-08-13 02:00:00,bioenergy_biomass,bioenergy_biomass,12.166667,2024,2,8,13
2024-08-13 03:00:00,bioenergy_biomass,bioenergy_biomass,22.1,2024,3,8,13
2024-08-13 04:00:00,bioenergy_biomass,bioenergy_biomass,29.241667,2024,4,8,13
2024-08-13 05:00:00,bioenergy_biomass,bioenergy_biomass,35.341667,2024,5,8,13
2024-08-13 06:00:00,bioenergy_biomass,bioenergy_biomass,35.633333,2024,6,8,13
2024-08-13 07:00:00,bioenergy_biomass,bioenergy_biomass,35.483333,2024,7,8,13
2024-08-13 08:00:00,bioenergy_biomass,bioenergy_biomass,36.425,2024,8,8,13
2024-08-13 09:00:00,bioenergy_biomass,bioenergy_biomass,25.675,2024,9,8,13
2024-08-13 10:00:00,bioenergy_biomass,bioenergy_biomass,36.766667,2024,10,8,13
2024-08-13 11:00:00,bioenergy_biomass,bioenergy_biomass,37.716667,2024,11,8,13
2024-08-13 12:00:00,bioenergy_biomass,bioenergy_biomass,29.141667,2024,12,8,13
2024-08-13 13:00:00,bioenergy_biomass,bioenergy_biomass,20.1,2024,13,8,13
2024-08-13 14:00:00,bioenergy_biomass,bioenergy_biomass,20.3,2024,14,8,13
2024-08-13 15:00:00,bioenergy_biomass,bioenergy_biomass,20.383333,2024,15,8,13
2024-08-13 16:00:00,bioenergy_biomass,bioenergy_biomass,20.275,2024,16,8,13
2024-08-13 17:00:00,bioenergy_biomass,bioenergy_biomass,20.883333,2024,17,8,13
2024-08-13 18:00:00,bioenergy_biomass,bioenergy_biomass,21.258333,2024,18,8,13
2024-08-13 19:00:00,bioenergy_biomass,bioenergy_biomass,19.541667,2024,19,8,13
2024-08-13 20:00:00,bioenergy_biomass,bioenergy_biomass,29.183333,2024,20,8,13
2024-08-13 21:00:00,bioenergy_biomass,bioenergy_biomass,33.741667,2024,21,8,13
2024-08-13 22:00:00,bioenergy_biomass,bioenergy_biomass,35.725,2024,22,8,13
2024-08-13 23:00:00,bioenergy_biomass,bioenergy_biomass,35.791667,2024,23,8,13
2024-08-14 00:00:00,bioenergy_biomass,bioenergy_biomass,35.775,2024,0,8,14
2024-08-14 01:00:00,bioenergy_biomass,bioenergy_biomass,35.675,2024,1,8,14
2024-08-14 02:00:00,bioenergy_biomass,bioenergy_biomass,36.241667,2024,2,8,14
2024-08-14 03:00:00,bioenergy_biomass,bioenergy_biomass,36.008333,2024,3,8,14
2024-08-14 04:00:00,bioenergy_biomass,bioenergy_biomass,36.408333,2024,4,8,14
2024-08-14 05:00:00,bioenergy_biomass,bioenergy_biomass,36.466667,2024,5,8,14
2024-08-14 06:00:00,bioenergy_biomass,bioenergy_biomass,35.333333,2024,6,8,14
2024-08-14 07:00:00,bioenergy_biomass,bioenergy_biomass,27.791667,2024,7,8,14
2024-08-14 08:00:00,bioenergy_biomass,bioenergy_biomass,20.491667,2024,8,8,14
2024-08-14 09:00:00,bioenergy_biomass,bioenergy_biomass,20.566667,2024,9,8,14
2024-08-14 10:00:00,bioenergy_biomass,bioenergy_biomass,20.841667,2024,10,8,14
2024-08-14 11:00:00,bioenergy_biomass,bioenergy_biomass,31.0,2024,11,8,14
2024-08-14 12:00:00,bioenergy_biomass,bioenergy_biomass,34.958333,2024,12,8,14
2024-08-14 13:00:00,bioenergy_biomass,bioenergy_biomass,30.7,2024,13,8,14
2024-08-14 14:00:00,bioenergy_biomass,bioenergy_biomass,31.8,2024,14,8,14
2024-08-14 15:00:00,bioenergy_biomass,bioenergy_biomass,35.366667,2024,15,8,14
2024-08-14 16:00:00,bioenergy_biomass,bioenergy_biomass,35.441667,2024,16,8,14
2024-08-14 17:00:00,bioenergy_biomass,bioenergy_biomass,35.458333,2024,17,8,14
2024-08-14 18:00:00,bioenergy_biomass,bioenergy_biomass,35.883333,2024,18,8,14
2024-08-14 19:00:00,bioenergy_biomass,bioenergy_biomass,35.975,2024,19,8,14
2024-08-14 20:00:00,bioenergy_biomass,bioenergy_biomass,35.95,2024,20,8,14
2024-08-14 21:00:00,bioenergy_biomass,bioenergy_biomass,35.283333,2024,21,8,14
2024-08-14 22:00:00,bioenergy_biomass,bioenergy_biomass,34.208333,2024,22,8,14
2024-08-14 23:00:00,bioenergy_biomass,bioenergy_biomass,35.675,2024,23,8,14
2024-08-15 00:00:00,bioenergy_biomass,bioenergy_biomass,36.941667,2024,0,8,15
2024-08-15 01:00:00,bioenergy_biomass,bioenergy_biomass,37.191667,2024,1,8,15
2024-08-15 02:00:00,bioenergy_biomass,bioenergy_biomass,36.525,2024,2,8,15
2024-08-15 03:00:00,bioenergy_biomass,bioenergy_biomass,36.608333,2024,3,8,15
2024-08-15 04:00:00,bioenergy_biomass,bioenergy_biomass,36.608333,2024,4,8,15
2024-08-15 05:00:00,bioenergy_biomass,bioenergy_biomass,36.608333,2024,5,8,15
2024-08-15 06:00:00,bioenergy_biomass,bioenergy_biomass,36.466667,2024,6,8,15
2024-08-15 07:00:00,bioenergy_biomass,bioenergy_biomass,36.45,2024,7,8,15
2024-08-15 08:00:00,bioenergy_biomass,bioenergy_biomass,36.425,2024,8,8,15
2024-08-15 09:00:00,bioenergy_biomass,bioenergy_biomass,36.416667,2024,9,8,15
2024-08-15 10:00:00,bioenergy_biomass,bioenergy_biomass,36.4,2024,10,8,15
2024-08-15 11:00:00,bioenergy_biomass,bioenergy_biomass,34.566667,2024,11,8,15
2024-08-15 12:00:00,bioenergy_biomass,bioenergy_biomass,36.3,2024,12,8,15
2024-08-15 13:00:00,bioenergy_biomass,bioenergy_biomass,28.7,2024,13,8,15
2024-08-15 14:00:00,bioenergy_biomass,bioenergy_biomass,27.441667,2024,14,8,15
2024-08-15 15:00:00,bioenergy_biomass,bioenergy_biomass,27.533333,2024,15,8,15
2024-08-15 16:00:00,bioenergy_biomass,bioenergy_biomass,36.0,2024,16,8,15
2024-08-15 17:00:00,bioenergy_biomass,bioenergy_biomass,36.591667,2024,17,8,15
2024-08-15 18:00:00,bioenergy_biomass,bioenergy_biomass,36.5,2024,18,8,15
2024-08-15 19:00:00,bioenergy_biomass,bioenergy_biomass,36.491667,2024,19,8,15
2024-08-15 20:00:00,bioenergy_biomass,bioenergy_biomass,36.225,2024,20,8,15
2024-08-15 21:00:00,bioenergy_biomass,bioenergy_biomass,16.85,2024,21,8,15
2024-08-15 22:00:00,bioenergy_biomass,bioenergy_biomass,11.325,2024,22,8,15
2024-08-15 23:00:00,bioenergy_biomass,bioenergy_biomass,11.691667,2024,23,8,15
2024-08-16 00:00:00,bioenergy_biomass,bioenergy_biomass,11.858333,2024,0,8,16
2024-08-16 01:00:00,bioenergy_biomass,bioenergy_biomass,12.008333,2024,1,8,16
2024-08-16 02:00:00,bioenergy_biomass,bioenergy_biomass,12.0,2024,2,8,16
2024-08-16 03:00:00,bioenergy_biomass,bioenergy_biomass,12.05,2024,3,8,16
2024-08-16 04:00:00,bioenergy_biomass,bioenergy_biomass,12.05,2024,4,8,16
2024-08-16 05:00:00,bioenergy_biomass,bioenergy_biomass,12.1,2024,5,8,16
2024-08-16 06:00:00,bioenergy_biomass,bioenergy_biomass,12.1,2024,6,8,16
2024-08-16 07:00:00,bioenergy_biomass,bioenergy_biomass,12.3,2024,7,8,16
2024-08-16 08:00:00,bioenergy_biomass,bioenergy_biomass,12.275,2024,8,8,16
2024-08-16 09:00:00,bioenergy_biomass,bioenergy_biomass,12.3,2024,9,8,16
2024-08-16 10:00:00,bioenergy_biomass,bioenergy_biomass,12.3,2024,10,8,16
2024-08-16 11:00:00,bioenergy_biomass,bioenergy_biomass,12.3,2024,11,8,16
2024-08-16 12:00:00,bioenergy_biomass,bioenergy_biomass,12.3,2024,12,8,16
2024-08-16 13:00:00,bioenergy_biomass,bioenergy_biomass,12.316667,2024,13,8,16
2024-08-16 14:00:00,bioenergy_biomass,bioenergy_biomass,12.533333,2024,14,8,16
2024-08-16 15:00:00,bioenergy_biomass,bioenergy_biomass,12.6,2024,15,8,16
2024-08-16 16:00:00,bioenergy_biomass,bioenergy_biomass,12.591667,2024,16,8,16
2024-08-16 17:00:00,bioenergy_biomass,bioenergy_biomass,12.7,2024,17,8,16
2024-08-16 18:00:00,bioenergy_biomass,bioenergy_biomass,12.7,2024,18,8,16
2024-08-16 19:00:00,bioenergy_biomass,bioenergy_biomass,12.7,2024,19,8,16
2024-08-16 20:00:00,bioenergy_biomass,bioenergy_biomass,12.675,2024,20,8,16
2024-08-16 21:00:00,bioenergy_biomass,bioenergy_biomass,12.7,2024,21,8,16
2024-08-16 22:00:00,bioenergy_biomass,bioenergy_biomass,12.7,2024,22,8,16
2024-08-16 23:00:00,bioenergy_biomass,bioenergy_biomass,12.7,2024,23,8,16
2024-08-17 00:00:00,bioenergy_biomass,bioenergy_biomass,12.7,2024,0,8,17
2024-08-17 01:00:00,bioenergy_biomass,bioenergy_biomass,12.7,2024,1,8,17
2024-08-17 02:00:00,bioenergy_biomass,bioenergy_biomass,12.7,2024,2,8,17
2024-08-17 03:00:00,bioenergy_biomass,bioenergy_biomass,1.633333,2024,3,8,17
2024-08-17 04:00:00,bioenergy_biomass,bioenergy_biomass,-3.9,2024,4,8,17
2024-08-17 05:00:00,bioenergy_biomass,bioenergy_biomass,-3.9,2024,5,8,17
2024-08-17 06:00:00,bioenergy_biomass,bioenergy_biomass,-3.9,2024,6,8,17
2024-08-17 07:00:00,bioenergy_biomass,bioenergy_biomass,-3.925,2024,7,8,17
2024-08-17 08:00:00,bioenergy_biomass,bioenergy_biomass,-3.9,2024,8,8,17
2024-08-17 09:00:00,bioenergy_biomass,bioenergy_biomass,-3.866667,2024,9,8,17
2024-08-17 10:00:00,bioenergy_biomass,bioenergy_biomass,-3.8,2024,10,8,17
2024-08-17 11:00:00,bioenergy_biomass,bioenergy_biomass,-3.8,2024,11,8,17
2024-08-17 12:00:00,bioenergy_biomass,bioenergy_biomass,-3.8,2024,12,8,17
2024-08-17 13:00:00,bioenergy_biomass,bioenergy_biomass,-2.608333,2024,13,8,17
2024-08-17 14:00:00,bioenergy_biomass,bioenergy_biomass,-2.5,2024,14,8,17
2024-08-17 15:00:00,bioenergy_biomass,bioenergy_biomass,-2.566667,2024,15,8,17
2024-08-17 16:00:00,bioenergy_biomass,bioenergy_biomass,-2.466667,2024,16,8,17
2024-08-17 17:00:00,bioenergy_biomass,bioenergy_biomass,-2.4,2024,17,8,17
